종목코드,2023_SGR,2022_SGR,2021_SGR
103140,-4.8081589130514075,27.43182976310079,31.45221402159113
005850,12.923155065974257,17.92067042665808,14.650754612815353
009420,22.650414782549788,8.269128689312577,14.66347711836602
007310,4.077824551525255,14.299379994508943,4.742830450946922
004490,6.202173612433803,2.770285694247243,15.497178229694676
011210,8.294573515780247,4.62238727976747,14.33070592654313
017800,13.59726148731728,7.262705841948747,3.5342447036972757
004170,2.4683010550640594,11.612430123273686,14.508303271096512
002710,-10.584155303498367,29.30669253586824,26.095253971326017
000240,-0.0776911643896705,37.09336033053572,843.005227037834
298050,-22.847901054626718,-10.919619223286913,33.31781140101755
298020,-16.990589470757676,17.622063517273133,45.09679961788391
280360,35.06330927834209,58.03778565943403,0.9919895541513624
161890,18.230948459383356,14.50991563906543,3.877686477766562
111770,-9.032664184412987,48.70926983720605,25.610868381822293
051600,6.810925833929549,3.652454769680591,5.886866894216292
047040,12.9314708635909,15.251520565753962,5.8720531190564085
336260,-16.42247217202143,-18.159775737125205,-17.41443172859484
042670,0.869632502965878,16.21978732152387,33.39284540451497
000080,1.1064462224456673,12.395043372991177,-3.5226297893928837
006110,-12.486129385150724,27.630870783099894,37.312825024132245
006280,-2.8188394507958403,6.376403549022913,-4.679672778401722
006360,8.871108907166159,10.489949826790546,-12.316699480064596
009240,-3.3835210270436122,-13.171855885716399,2.870446877859001
014820,-10.867000281022587,65.71170298247392,34.927970972814435
069620,5.22688965050806,10.0537490613259,11.687510605848829
139130,,,
185750,12.041818726418096,10.371526309361844,2.5715810320698473
375500,-2.0386643124037263,0.5002582191740768,
003620,10.412327144260146,41.63095444865898,-17.494716861372783
001740,-7.924468381928729,-18.888417456948925,1.1101887856719506
000210,-50.33244676144534,384.31005267134645,-95.62820851890294
009970,,,
001120,-14.99725185124612,-1.139666775447623,27.54504374020039
005420,-27.664303578010006,30.34926615617377,50.25385133041189
069960,5.07202839155565,9.500436949700397,21.444539860248526
004000,-28.252133683838277,38.37500137295606,41.10918583096688
004800,-28.90363294008256,-28.617149760214545,256.3848712727664
005300,4.352771724023907,12.672284585150727,8.472097386053456
145720,11.273415622744064,26.668572052530457,25.94373521593203
137310,-89.65984015890842,-0.9344022428835141,92.65175521780928
120110,-7.778663992868074,12.884123626571453,16.83957621166854
006650,12.427748929172001,-11.576374776800035,33.58037199888106
300720,19.26115989296253,16.757952562742663,7.872404683629219
285130,-1.839489022812446,14.878355873227722,20.776233897497697
003090,,,
271940,-27.814849522178264,-7.315693643606935,3.669483261297235
001800,10.411227536764734,10.686343037859224,5.766538420153644
008730,-8.640029134850181,-6.063143654343195,2.813548671471411
192080,-10.909954277817647,,
039130,390.00328229057624,514.6384116235627,-85.41959990090524
178920,-21.270783967656413,-8.423625023641367,15.310029841462436
114090,51.34592875455255,208.0505603309145,-53.87304295236595
105630,-22.720784255061066,32.44153667786944,-2.2311098955346997
093370,-32.09705918136345,35.40980161484495,28.66757488565119
069260,-14.81979043670404,43.50106700936085,45.10331411053403
032350,24.503996253443194,68.06738787963027,573.0808038557752
020560,16.023215509423473,37.29851329712292,15.188546404513591
019170,,9.113336695272123,-4.026576195078746
016380,-10.570509120750483,14.589667292400765,52.874918081009106
010780,-22.171561743420465,43.1048291396585,35.4564492283135
009900,-7.362047091378621,12.696682154142792,7.770770034386265
001680,3.201046466579527,14.411227062008148,10.37840980300384
001430,-91.52906617321614,-67.99249255671866,54.435495276052315
000670,-13.768586100400604,34.40718152379314,8.196165166438174
005250,-10.578309352812344,-9.69006081438396,-6.1561974072149805
